doc_id,department,queue_position,patients_ahead,hour_of_day,day_of_week,avg_consultation_time,active_priority_count,historical_delay_factor,no_show_rate,actual_wait_minutes
DOC_102,Dermatology,6,5,16,0,14.5,0,0.92,0.05,75.2
DOC_107,Cardiology,2,1,9,3,21.1,0,0.82,0.12,18.5
DOC_112,General Medicine,3,2,11,1,15.1,3,1.38,0.18,135.9
DOC_111,Cardiology,23,22,16,1,19.3,0,1.27,0.18,489.6
DOC_112,Neurology,21,20,9,1,22.0,0,1.11,0.13,567.8
DOC_109,Orthopedics,24,23,10,1,13.8,1,1.36,0.17,518.4
DOC_102,General Medicine,10,9,11,5,17.0,0,1.32,0.14,237.3
DOC_101,General Medicine,10,9,17,1,11.9,2,1.33,0.18,161.6
DOC_101,Orthopedics,23,22,9,3,13.5,0,1.11,0.19,367.5
DOC_105,Orthopedics,14,13,8,2,14.4,0,1.13,0.17,190.0
DOC_111,Cardiology,8,7,12,3,19.6,0,1.44,0.16,183.8
DOC_102,Neurology,12,11,8,0,25.3,1,1.31,0.19,422.3
DOC_110,Pediatrics,22,21,11,4,14.0,0,0.98,0.08,345.8
DOC_107,Dermatology,22,21,9,4,12.9,3,1.41,0.18,515.6
DOC_100,Pediatrics,1,0,14,4,17.3,0,1.45,0.07,0.0
DOC_102,Neurology,14,13,9,2,29.6,0,1.25,0.18,548.3
DOC_112,Dermatology,20,19,11,1,11.0,0,0.93,0.17,228.9
DOC_102,Cardiology,23,22,11,2,25.2,0,1.26,0.15,808.7
DOC_112,Dermatology,19,18,17,1,14.9,0,1.01,0.2,243.8
DOC_106,Dermatology,15,14,17,1,15.3,0,1.04,0.16,211.5
DOC_114,Neurology,17,16,10,2,24.2,0,1.26,0.1,579.2
DOC_111,Dermatology,1,0,10,0,12.9,0,0.99,0.13,1.1
DOC_106,Pediatrics,22,21,11,3,8.0,0,1.27,0.14,246.9
DOC_113,Cardiology,15,14,11,5,14.8,0,1.27,0.16,304.2
DOC_110,General Medicine,24,23,8,4,16.4,0,1.39,0.05,510.2
DOC_108,Dermatology,24,23,12,3,8.0,0,1.14,0.14,194.0
DOC_107,Dermatology,7,6,8,5,10.6,2,1.41,0.11,119.8
DOC_103,Neurology,21,20,15,4,25.4,0,0.84,0.17,430.0
DOC_104,Dermatology,9,8,15,3,9.1,1,1.38,0.11,113.4
DOC_105,Orthopedics,15,14,10,5,18.1,0,0.81,0.08,245.9
DOC_112,Neurology,15,14,14,1,28.2,0,1.11,0.12,452.3
DOC_106,Pediatrics,8,7,10,2,10.3,1,1.41,0.08,138.0
DOC_108,General Medicine,4,3,12,3,10.7,0,1.45,0.16,46.1
DOC_104,Orthopedics,19,18,11,3,16.1,1,1.1,0.19,383.6
DOC_107,Orthopedics,21,20,11,0,22.0,0,0.88,0.14,520.6
DOC_112,Neurology,5,4,9,4,26.6,0,1.28,0.16,161.1
DOC_107,General Medicine,18,17,9,3,20.4,0,1.07,0.14,432.8
DOC_114,Orthopedics,12,11,14,1,19.5,0,0.81,0.1,181.4
DOC_109,General Medicine,19,18,9,0,8.7,0,1.35,0.2,273.8
DOC_101,Pediatrics,12,11,10,3,16.6,0,0.96,0.18,198.6
DOC_113,Orthopedics,13,12,12,0,15.9,1,1.45,0.06,336.1
DOC_111,General Medicine,10,9,14,1,10.2,0,1.45,0.12,134.6
DOC_103,Cardiology,16,15,10,0,18.7,1,1.27,0.2,503.9
DOC_107,General Medicine,6,5,15,3,13.6,0,1.37,0.17,94.4
DOC_100,Dermatology,15,14,15,2,10.6,0,0.85,0.16,125.4
DOC_108,Pediatrics,18,17,10,4,11.9,0,1.07,0.19,251.2
DOC_107,Pediatrics,1,0,9,5,12.6,1,0.98,0.11,18.1
DOC_105,Pediatrics,20,19,15,5,13.2,0,1.05,0.1,278.4
DOC_102,Dermatology,6,5,14,5,9.9,0,1.32,0.2,67.4
DOC_108,Pediatrics,8,7,11,1,14.0,0,0.94,0.09,111.5
DOC_113,Cardiology,6,5,12,5,17.7,0,1.32,0.14,108.2
DOC_102,Orthopedics,14,13,10,3,21.5,0,1.48,0.13,481.9
DOC_114,Dermatology,14,13,8,3,12.0,1,1.34,0.17,210.3
DOC_109,Neurology,21,20,10,3,24.1,1,1.42,0.13,848.2
DOC_101,General Medicine,10,9,10,0,13.1,0,1.15,0.12,183.4
DOC_100,Neurology,17,16,17,1,22.7,0,1.21,0.14,407.0
DOC_114,Cardiology,13,12,8,3,21.9,2,1.38,0.15,407.2
DOC_109,Dermatology,6,5,11,1,8.0,0,1.35,0.18,62.3
DOC_103,Orthopedics,13,12,17,5,17.2,0,1.44,0.1,283.2
DOC_107,Orthopedics,7,6,15,1,8.7,1,1.4,0.2,87.9
DOC_107,Neurology,24,23,16,0,22.7,0,1.22,0.09,704.9
DOC_106,Cardiology,14,13,9,4,16.4,0,0.92,0.11,228.2
DOC_104,Neurology,24,23,10,0,30.8,0,0.84,0.12,804.8
DOC_113,Neurology,19,18,11,1,24.0,0,0.84,0.12,427.3
DOC_103,Cardiology,23,22,9,5,22.5,0,0.87,0.18,486.1
DOC_111,Pediatrics,19,18,8,3,11.6,0,1.3,0.1,258.2
DOC_109,Pediatrics,17,16,9,5,10.1,1,1.02,0.17,205.9
DOC_107,General Medicine,16,15,8,0,17.4,0,1.03,0.12,280.3
DOC_106,Cardiology,12,11,15,4,27.2,1,1.17,0.15,396.0
DOC_105,Dermatology,18,17,15,5,8.0,0,1.42,0.05,201.8
DOC_104,Dermatology,21,20,10,2,12.4,2,1.21,0.17,384.3
DOC_111,Orthopedics,21,20,15,5,14.7,0,1.07,0.13,319.4
DOC_102,Neurology,4,3,11,2,26.0,1,0.81,0.14,100.7
DOC_101,Dermatology,9,8,14,0,12.1,0,1.07,0.1,126.9
DOC_101,Pediatrics,8,7,9,5,13.6,0,1.26,0.18,139.3
DOC_105,Dermatology,8,7,11,0,10.7,0,1.13,0.07,113.3
DOC_104,Neurology,6,5,11,4,26.3,0,0.98,0.18,145.5
DOC_110,Neurology,2,1,8,4,31.6,0,1.46,0.1,47.2
DOC_101,Pediatrics,22,21,14,4,16.5,1,0.98,0.19,358.2
DOC_104,Orthopedics,4,3,15,1,16.7,0,1.05,0.09,59.7
DOC_107,Dermatology,22,21,11,3,12.3,0,1.19,0.16,354.6
DOC_104,General Medicine,9,8,16,0,17.6,1,0.92,0.11,163.8
DOC_100,Cardiology,10,9,15,3,21.3,0,1.45,0.11,289.6
DOC_109,Pediatrics,10,9,14,5,17.3,0,1.21,0.07,201.8
DOC_109,Neurology,16,15,9,4,23.3,0,0.96,0.16,386.9
DOC_111,Orthopedics,8,7,10,0,19.7,0,1.05,0.07,206.9
DOC_100,Cardiology,8,7,8,1,19.3,0,1.49,0.06,192.3
DOC_101,Pediatrics,21,20,14,3,16.9,0,1.32,0.07,471.6
DOC_103,Pediatrics,5,4,15,5,14.5,0,1.26,0.07,77.2
DOC_114,Orthopedics,24,23,8,5,16.3,2,1.2,0.1,473.8
DOC_101,Neurology,20,19,15,2,23.0,1,0.92,0.16,432.7
DOC_100,Cardiology,5,4,11,2,15.8,1,1.4,0.12,140.6
DOC_107,Orthopedics,13,12,9,3,17.9,0,1.33,0.06,342.3
DOC_107,Orthopedics,22,21,14,1,18.2,0,1.26,0.07,506.6
DOC_113,Pediatrics,21,20,8,5,16.7,0,1.09,0.16,332.4
DOC_112,Cardiology,1,0,9,5,21.6,0,1.22,0.12,4.2
DOC_105,General Medicine,16,15,8,4,10.9,1,1.36,0.08,229.4
DOC_114,Pediatrics,11,10,10,5,17.6,0,0.95,0.05,203.8
DOC_104,Pediatrics,5,4,14,0,18.4,0,1.04,0.11,89.3
DOC_106,Dermatology,21,20,15,2,11.0,2,1.49,0.06,392.0
DOC_111,Orthopedics,2,1,14,2,21.8,1,0.88,0.17,41.5
DOC_105,Orthopedics,21,20,9,3,14.9,0,0.89,0.11,314.7
DOC_103,Pediatrics,4,3,10,4,16.6,1,1.17,0.08,101.6
DOC_104,Orthopedics,16,15,16,5,18.2,0,1.34,0.06,356.7
DOC_107,Cardiology,5,4,9,3,20.3,0,1.27,0.15,124.2
DOC_114,Neurology,14,13,12,4,24.8,0,1.19,0.16,359.4
DOC_103,Orthopedics,17,16,9,0,19.6,0,1.37,0.08,593.3
DOC_101,General Medicine,18,17,8,0,18.0,3,1.32,0.16,523.1
DOC_102,Orthopedics,14,13,16,2,17.0,0,1.19,0.11,252.6
DOC_103,Orthopedics,4,3,9,4,17.0,0,1.4,0.06,87.1
DOC_113,Orthopedics,1,0,10,1,21.8,0,0.89,0.1,0.0
DOC_107,Cardiology,4,3,11,4,24.3,0,1.25,0.19,103.7
DOC_112,Orthopedics,8,7,10,5,17.2,1,0.85,0.07,140.0
DOC_106,Dermatology,16,15,17,5,8.0,0,0.82,0.16,93.1
DOC_100,Pediatrics,6,5,9,3,14.1,1,1.06,0.08,115.3
DOC_110,General Medicine,14,13,10,1,15.1,2,1.46,0.17,390.5
DOC_110,Orthopedics,20,19,8,2,14.2,2,1.45,0.07,422.1
DOC_109,Neurology,13,12,11,3,26.5,1,1.45,0.11,603.4
DOC_109,Pediatrics,10,9,9,0,20.5,2,0.97,0.15,306.9
DOC_109,Pediatrics,14,13,11,5,15.2,1,1.19,0.1,305.7
DOC_109,Neurology,5,4,14,2,26.8,0,1.39,0.12,155.1
DOC_108,Orthopedics,6,5,11,0,14.8,0,1.21,0.1,125.3
DOC_114,Orthopedics,3,2,12,1,18.4,0,1.16,0.15,41.1
DOC_101,Cardiology,23,22,11,4,21.7,2,1.08,0.19,649.4
DOC_101,Dermatology,21,20,8,3,11.9,0,1.13,0.17,249.3
DOC_102,Dermatology,22,21,8,5,16.8,0,0.98,0.19,310.8
DOC_110,Neurology,24,23,16,0,30.2,0,1.14,0.17,835.5
DOC_107,Cardiology,10,9,10,0,23.3,2,0.92,0.16,328.0
DOC_114,Cardiology,15,14,8,1,22.8,0,0.86,0.1,257.4
DOC_101,Orthopedics,12,11,10,1,11.8,0,1.36,0.05,217.8
DOC_102,Cardiology,12,11,9,5,17.5,0,1.07,0.12,244.5
DOC_104,Orthopedics,8,7,12,0,12.8,1,1.13,0.08,138.3
DOC_114,Orthopedics,5,4,14,3,18.3,0,1.41,0.16,106.3
DOC_108,Neurology,11,10,11,1,22.5,1,1.16,0.12,338.2
DOC_100,Dermatology,12,11,15,3,11.7,0,1.45,0.19,187.8
DOC_107,Dermatology,21,20,12,4,11.6,1,1.25,0.15,286.4
DOC_111,Pediatrics,2,1,10,2,8.0,2,1.46,0.11,48.2
DOC_104,Pediatrics,10,9,14,5,17.4,2,0.95,0.17,187.3
DOC_104,Cardiology,22,21,14,0,13.7,0,1.23,0.11,421.5
DOC_101,Orthopedics,11,10,14,1,16.5,0,1.27,0.09,223.3
DOC_114,Neurology,8,7,10,5,26.5,0,0.95,0.12,209.3
DOC_109,Cardiology,10,9,11,1,20.6,0,1.22,0.2,254.8
DOC_112,Cardiology,8,7,9,5,25.3,2,1.28,0.16,356.8
DOC_113,Dermatology,8,7,9,5,10.4,0,1.32,0.17,109.3
DOC_107,Pediatrics,1,0,14,5,13.4,0,1.11,0.09,0.0
DOC_112,Dermatology,20,19,8,4,9.0,1,1.01,0.06,176.8
DOC_104,Pediatrics,17,16,10,1,10.0,1,1.44,0.11,285.9
DOC_113,Pediatrics,23,22,10,1,15.9,0,1.26,0.18,501.8
DOC_112,Orthopedics,11,10,11,2,17.9,0,1.15,0.14,237.6
DOC_102,Dermatology,11,10,16,2,13.7,0,1.4,0.13,177.1
DOC_114,Cardiology,1,0,10,2,21.0,1,0.99,0.09,29.4
DOC_100,Orthopedics,15,14,11,3,14.6,0,0.94,0.19,224.5
DOC_113,General Medicine,16,15,9,2,15.4,0,1.0,0.14,265.5
DOC_102,Neurology,8,7,9,1,27.0,2,1.04,0.12,312.8
DOC_105,Orthopedics,8,7,9,1,12.9,0,0.81,0.12,88.8
DOC_100,Cardiology,14,13,9,1,14.7,1,1.25,0.09,307.9
DOC_108,Pediatrics,8,7,11,1,19.2,0,1.39,0.16,214.4
DOC_103,General Medicine,17,16,11,4,18.7,0,0.81,0.16,280.9
DOC_102,Orthopedics,18,17,11,1,15.7,0,1.4,0.11,443.2
DOC_109,Pediatrics,12,11,14,2,13.8,2,1.46,0.07,282.3
DOC_104,General Medicine,17,16,16,2,14.1,0,0.81,0.07,179.9
DOC_110,Neurology,4,3,14,5,24.7,1,1.46,0.06,159.8
DOC_113,Cardiology,18,17,11,1,21.9,1,1.1,0.19,497.1
DOC_100,Neurology,20,19,15,1,24.3,0,1.33,0.14,634.0
DOC_102,Pediatrics,4,3,11,5,14.5,3,1.08,0.05,118.4
DOC_111,Pediatrics,22,21,12,1,18.5,0,1.03,0.13,379.7
DOC_108,Pediatrics,7,6,11,0,16.1,0,0.88,0.11,119.1
DOC_107,Neurology,24,23,12,0,24.5,0,1.33,0.13,802.8
DOC_114,General Medicine,23,22,11,4,18.8,0,0.81,0.12,394.0
DOC_111,Dermatology,18,17,16,0,12.5,0,1.15,0.19,254.5
DOC_103,Neurology,19,18,10,2,22.9,0,1.19,0.16,567.5
DOC_106,Cardiology,18,17,9,0,18.2,0,1.49,0.07,644.4
DOC_103,Dermatology,1,0,9,3,13.8,0,1.07,0.09,0.0
DOC_114,Cardiology,10,9,9,2,16.6,0,0.95,0.2,162.7
DOC_114,Dermatology,13,12,17,3,9.3,0,1.38,0.14,145.2
DOC_111,Neurology,4,3,10,3,25.2,0,1.2,0.19,99.9
DOC_109,General Medicine,9,8,11,4,13.9,0,0.88,0.12,116.1
DOC_104,Cardiology,22,21,15,5,23.1,2,1.14,0.13,635.5
DOC_106,Orthopedics,14,13,12,3,14.3,1,1.46,0.11,274.7
DOC_106,General Medicine,18,17,11,1,19.2,0,0.98,0.14,372.0
DOC_100,Cardiology,4,3,12,3,23.2,1,1.04,0.12,94.7
DOC_106,Pediatrics,20,19,10,4,14.8,2,1.18,0.19,422.8
DOC_107,Cardiology,23,22,11,4,21.7,1,1.38,0.07,841.2
DOC_114,General Medicine,22,21,8,2,10.4,0,0.8,0.12,162.4
DOC_114,General Medicine,17,16,8,3,15.3,1,0.91,0.15,226.9
DOC_101,Neurology,7,6,10,4,28.0,0,1.26,0.11,252.1
DOC_114,General Medicine,21,20,15,0,17.0,1,1.33,0.09,582.9
DOC_109,Cardiology,21,20,10,0,16.9,2,1.36,0.11,703.5
DOC_110,Cardiology,3,2,8,2,16.9,2,0.97,0.08,67.6
DOC_108,Orthopedics,23,22,11,0,15.5,0,0.83,0.07,387.0
DOC_112,Pediatrics,4,3,10,1,14.7,0,0.85,0.07,50.9
DOC_105,Cardiology,17,16,9,5,23.1,0,1.42,0.18,599.6
DOC_109,Pediatrics,10,9,10,4,14.3,0,0.92,0.18,134.5
DOC_101,General Medicine,12,11,11,3,10.6,0,1.36,0.17,178.1
DOC_109,Neurology,19,18,8,5,28.6,0,0.9,0.08,445.7
DOC_100,Pediatrics,17,16,11,0,11.4,0,1.42,0.08,356.3
DOC_113,Dermatology,6,5,8,0,14.6,0,1.11,0.16,83.6
DOC_104,General Medicine,19,18,16,2,12.5,3,1.19,0.12,298.8
DOC_106,Neurology,2,1,10,3,30.9,3,1.06,0.14,181.7
DOC_103,Orthopedics,16,15,10,4,19.1,0,0.85,0.15,279.1
DOC_112,General Medicine,3,2,8,3,12.8,0,1.09,0.08,25.5
DOC_114,Orthopedics,21,20,12,1,15.2,0,1.3,0.14,369.9
DOC_112,Cardiology,19,18,11,5,17.0,3,1.37,0.07,609.7
DOC_105,Pediatrics,1,0,10,0,19.6,1,1.03,0.06,31.9
DOC_101,Cardiology,11,10,11,2,17.6,0,1.11,0.15,226.0
DOC_101,Dermatology,10,9,9,2,16.3,3,1.01,0.07,250.0
DOC_104,Pediatrics,13,12,11,3,11.1,1,1.3,0.06,228.8
DOC_111,Cardiology,12,11,10,0,22.5,0,1.49,0.08,513.2
DOC_102,Cardiology,10,9,12,4,19.0,0,0.92,0.1,151.0
DOC_106,Neurology,24,23,8,3,26.0,2,1.01,0.16,614.0
DOC_111,Dermatology,8,7,10,3,12.3,0,0.86,0.11,81.8
DOC_110,Dermatology,8,7,16,5,11.1,0,1.12,0.17,80.5
DOC_109,Pediatrics,7,6,11,0,15.2,1,0.98,0.06,152.1
DOC_109,Cardiology,16,15,10,2,21.0,2,1.37,0.1,597.8
DOC_114,General Medicine,13,12,10,5,16.1,0,1.35,0.16,305.4
DOC_112,Cardiology,20,19,10,0,20.1,0,1.24,0.17,622.3
DOC_111,Orthopedics,17,16,9,3,17.0,0,0.95,0.08,314.8
DOC_106,Neurology,1,0,16,0,23.2,0,1.08,0.15,1.2
DOC_114,Orthopedics,17,16,9,4,18.0,0,1.43,0.15,472.5
DOC_109,Orthopedics,7,6,16,2,15.6,1,1.13,0.11,126.3
DOC_113,Neurology,5,4,15,1,25.5,0,0.88,0.06,98.2
DOC_114,Dermatology,6,5,9,0,14.4,0,0.87,0.16,79.7
DOC_114,Cardiology,23,22,9,2,22.6,1,1.37,0.15,830.6
DOC_112,Neurology,10,9,14,1,29.0,0,0.86,0.07,236.2
DOC_100,General Medicine,13,12,10,4,13.5,0,1.28,0.05,256.2
DOC_113,Orthopedics,22,21,12,3,18.7,1,1.05,0.06,423.3
DOC_104,General Medicine,21,20,10,3,15.8,0,0.98,0.16,352.5
DOC_100,Pediatrics,4,3,15,0,12.0,1,1.11,0.19,59.6
DOC_112,General Medicine,8,7,9,2,12.9,0,1.07,0.14,110.8
DOC_105,Orthopedics,4,3,8,2,19.6,0,1.47,0.06,81.7
DOC_106,Neurology,22,21,10,5,23.9,1,1.28,0.16,785.4
DOC_109,Orthopedics,19,18,9,0,18.2,0,1.42,0.18,611.7
DOC_108,Cardiology,11,10,15,1,18.0,0,1.08,0.14,199.5
DOC_114,General Medicine,3,2,12,1,14.8,0,1.11,0.1,32.7
DOC_114,Cardiology,15,14,9,5,23.6,0,0.97,0.18,361.9
DOC_106,Pediatrics,7,6,15,2,16.6,0,1.23,0.16,120.0
DOC_100,Orthopedics,15,14,12,2,16.7,0,1.33,0.16,287.5
DOC_106,Neurology,6,5,11,5,24.2,1,1.21,0.15,216.0
DOC_102,Cardiology,18,17,11,0,14.5,3,0.85,0.11,343.0
DOC_106,Orthopedics,20,19,9,1,20.5,0,1.27,0.05,602.7
DOC_100,Cardiology,19,18,8,4,19.4,0,1.18,0.09,392.1
DOC_105,Orthopedics,11,10,15,3,14.4,0,1.05,0.07,162.0
DOC_101,Cardiology,15,14,15,3,19.5,1,1.11,0.2,324.0
DOC_103,Neurology,7,6,15,1,22.1,0,1.13,0.17,154.0
DOC_113,Neurology,6,5,15,0,22.9,3,1.03,0.19,242.3
DOC_113,Orthopedics,4,3,10,1,24.8,0,0.88,0.1,75.2
DOC_113,Dermatology,3,2,9,1,9.4,2,1.27,0.08,63.8
DOC_100,Orthopedics,17,16,14,0,17.4,0,1.1,0.12,364.4
DOC_106,Neurology,15,14,11,1,20.2,1,1.21,0.11,442.0
DOC_106,Orthopedics,4,3,12,5,20.2,1,1.19,0.1,94.0
DOC_105,Neurology,13,12,10,1,28.3,0,1.14,0.07,468.3
DOC_103,General Medicine,5,4,8,2,15.4,2,1.25,0.17,118.1
DOC_108,General Medicine,17,16,8,4,10.7,0,1.11,0.17,175.6
DOC_114,General Medicine,8,7,11,4,18.0,0,1.33,0.06,199.1
DOC_106,General Medicine,7,6,11,2,17.2,0,1.4,0.12,173.0
DOC_113,Pediatrics,15,14,8,1,9.1,0,1.04,0.11,127.2
DOC_107,Dermatology,9,8,12,0,12.3,0,1.03,0.06,110.2
DOC_110,Dermatology,17,16,14,3,16.8,0,0.84,0.18,231.0
DOC_108,Cardiology,7,6,10,5,23.4,1,1.22,0.1,246.8
DOC_113,Dermatology,12,11,12,1,15.9,0,1.32,0.12,217.5
DOC_100,Cardiology,17,16,9,5,21.4,0,1.39,0.19,536.5
DOC_114,Orthopedics,24,23,10,2,19.3,0,1.31,0.15,676.5
DOC_111,Dermatology,22,21,10,0,14.3,0,1.09,0.2,426.2
DOC_109,Pediatrics,17,16,11,2,16.5,0,1.07,0.19,318.5
DOC_113,Orthopedics,20,19,10,3,18.8,0,0.81,0.17,330.9
DOC_106,Neurology,16,15,9,2,24.0,0,1.12,0.19,459.6
DOC_101,Cardiology,19,18,9,1,19.6,0,0.83,0.07,352.3
DOC_114,Pediatrics,24,23,11,2,17.7,0,1.26,0.1,610.9
DOC_102,Cardiology,24,23,12,2,18.7,1,0.84,0.08,372.1
DOC_106,Orthopedics,10,9,16,3,16.7,0,1.14,0.17,159.0
DOC_107,Pediatrics,20,19,8,3,13.0,0,1.38,0.1,327.9
DOC_112,Orthopedics,21,20,11,0,17.6,1,0.84,0.16,413.5
DOC_100,General Medicine,10,9,8,5,14.1,0,1.12,0.05,140.8
DOC_100,Dermatology,1,0,12,2,13.1,0,1.32,0.07,2.6
DOC_112,Dermatology,14,13,9,4,8.7,0,1.25,0.1,169.0
DOC_101,Dermatology,10,9,9,2,10.5,0,0.89,0.13,96.5
DOC_111,Dermatology,17,16,9,2,8.0,1,1.3,0.15,201.6
DOC_112,Cardiology,24,23,11,2,21.1,0,1.11,0.13,630.2
DOC_106,Pediatrics,7,6,8,3,16.2,0,0.81,0.1,78.0
DOC_114,Dermatology,6,5,9,3,9.0,0,1.44,0.08,75.9
DOC_108,Pediatrics,5,4,12,1,18.7,0,1.35,0.12,95.9
DOC_111,General Medicine,4,3,9,5,15.9,0,1.0,0.08,62.2
DOC_104,Orthopedics,22,21,10,3,14.9,1,1.12,0.08,441.7
DOC_112,General Medicine,22,21,10,0,16.3,0,0.84,0.12,391.5
DOC_114,Pediatrics,2,1,8,2,10.4,0,1.08,0.06,5.7
DOC_108,General Medicine,20,19,12,1,16.8,0,0.85,0.2,246.2
DOC_103,Cardiology,12,11,14,5,24.7,0,0.93,0.15,258.0
DOC_105,Neurology,13,12,8,1,26.0,0,1.49,0.07,449.0
DOC_104,Orthopedics,18,17,15,3,14.5,1,1.04,0.12,275.4
DOC_110,General Medicine,12,11,8,5,16.2,0,0.97,0.1,163.4
DOC_104,Cardiology,13,12,10,4,22.2,0,1.3,0.09,406.8
DOC_103,General Medicine,22,21,12,5,14.6,0,0.87,0.14,245.3
DOC_108,General Medicine,8,7,10,4,17.8,0,1.26,0.14,183.8
DOC_105,Pediatrics,11,10,10,2,18.2,1,0.97,0.15,234.5
DOC_102,Orthopedics,22,21,8,5,21.9,0,1.48,0.17,620.9
DOC_107,Orthopedics,11,10,8,2,14.2,0,0.87,0.07,119.3
DOC_108,Dermatology,14,13,14,4,12.6,1,1.42,0.15,257.1
DOC_112,Pediatrics,7,6,12,3,14.7,0,1.13,0.14,100.9
DOC_103,Dermatology,19,18,11,0,11.1,2,1.34,0.07,417.2
DOC_102,Neurology,10,9,17,5,22.3,1,1.2,0.18,246.6
DOC_111,Dermatology,24,23,9,1,14.7,0,0.83,0.12,336.6
DOC_104,Cardiology,10,9,8,4,19.3,0,0.87,0.07,144.3
DOC_109,Cardiology,9,8,11,1,18.9,0,1.33,0.2,230.7
DOC_100,General Medicine,18,17,9,1,11.5,0,0.93,0.09,215.9
DOC_100,Dermatology,19,18,16,1,9.1,0,1.08,0.16,160.1
DOC_106,General Medicine,20,19,9,2,12.9,1,1.02,0.07,327.5
DOC_104,Pediatrics,5,4,15,1,15.5,1,1.01,0.16,80.2
DOC_104,General Medicine,16,15,10,4,17.5,0,1.06,0.18,313.3
DOC_110,Neurology,12,11,11,3,22.7,3,1.19,0.15,462.5
DOC_103,Cardiology,8,7,16,2,18.2,1,0.88,0.16,120.1
DOC_100,Pediatrics,11,10,9,2,16.8,0,1.03,0.07,206.6
DOC_113,Pediatrics,22,21,9,2,12.4,0,1.17,0.06,368.9
DOC_111,Cardiology,12,11,15,0,16.6,0,1.31,0.07,293.4
DOC_100,Dermatology,24,23,10,1,8.7,2,1.45,0.14,371.2
DOC_114,General Medicine,24,23,8,5,15.4,0,0.93,0.18,300.6
DOC_109,Neurology,6,5,8,0,25.6,0,0.92,0.06,130.1
DOC_104,Dermatology,8,7,11,0,10.8,0,1.23,0.11,130.1
DOC_104,Dermatology,2,1,15,0,9.4,0,0.92,0.11,6.5
DOC_110,General Medicine,5,4,12,4,11.3,0,0.88,0.14,35.9
DOC_106,Dermatology,17,16,8,5,11.9,0,1.28,0.13,227.1
DOC_112,Cardiology,7,6,10,2,21.0,1,0.99,0.11,173.3
DOC_103,Orthopedics,17,16,12,4,16.8,1,0.91,0.14,239.7
DOC_112,Neurology,21,20,10,1,24.8,0,1.08,0.13,622.6
DOC_102,Dermatology,10,9,9,0,8.4,0,1.4,0.2,135.2
DOC_113,Pediatrics,4,3,9,3,16.1,0,1.06,0.11,58.9
DOC_111,Dermatology,18,17,16,4,13.9,0,1.4,0.14,308.5
DOC_108,Dermatology,17,16,16,4,11.5,0,1.18,0.12,200.0
DOC_110,Dermatology,6,5,9,2,10.9,0,1.26,0.18,75.1
DOC_112,General Medicine,8,7,15,4,8.0,1,1.17,0.17,79.5
DOC_110,Neurology,1,0,8,3,25.3,0,1.19,0.19,0.0
DOC_100,Pediatrics,2,1,15,3,17.0,2,0.85,0.09,49.1
DOC_108,Pediatrics,23,22,14,3,15.7,0,1.1,0.18,387.7
DOC_102,Dermatology,8,7,15,0,16.4,0,1.0,0.11,143.8
DOC_108,Neurology,19,18,11,5,26.9,0,1.41,0.08,817.6
DOC_113,General Medicine,20,19,10,3,14.7,0,1.03,0.13,338.6
DOC_113,Dermatology,22,21,10,4,15.7,0,0.92,0.09,357.6
DOC_111,Cardiology,9,8,15,1,17.5,0,1.42,0.06,215.2
DOC_103,Neurology,12,11,10,1,26.0,0,1.31,0.14,439.2
DOC_105,Cardiology,16,15,15,1,21.2,0,0.9,0.14,292.6
DOC_114,Orthopedics,22,21,8,0,22.2,0,1.01,0.19,493.0
DOC_102,Dermatology,15,14,15,3,11.7,1,0.88,0.1,161.1
DOC_102,Pediatrics,14,13,9,3,18.8,2,0.91,0.06,319.4
DOC_103,General Medicine,16,15,8,3,23.0,1,0.94,0.09,332.3
DOC_105,Orthopedics,21,20,15,5,18.8,0,1.47,0.15,557.9
DOC_102,Neurology,10,9,14,5,26.0,0,0.97,0.11,235.7
DOC_101,Pediatrics,10,9,9,5,13.2,0,1.03,0.09,143.4
DOC_102,General Medicine,1,0,11,2,21.2,0,1.47,0.18,0.0
DOC_104,Dermatology,18,17,9,5,8.8,0,1.45,0.13,255.2
DOC_102,Neurology,12,11,9,2,24.0,1,0.99,0.17,329.7
DOC_114,General Medicine,15,14,8,3,18.7,0,0.99,0.13,236.5
DOC_100,Pediatrics,15,14,14,1,16.9,0,0.98,0.1,242.5
DOC_109,Orthopedics,14,13,10,4,20.6,1,1.22,0.09,424.2
DOC_113,Neurology,2,1,9,4,24.2,0,0.94,0.1,27.8
DOC_105,General Medicine,10,9,15,5,17.2,2,1.48,0.08,309.7
DOC_100,Neurology,24,23,11,1,22.3,0,1.03,0.13,617.6
DOC_107,Orthopedics,15,14,9,3,19.7,0,1.2,0.16,381.5
DOC_106,General Medicine,2,1,10,0,12.0,3,1.46,0.05,113.3
DOC_110,General Medicine,6,5,10,5,9.7,0,1.18,0.13,58.1
DOC_109,Cardiology,24,23,9,3,24.4,0,1.1,0.06,744.7
DOC_105,Pediatrics,6,5,15,3,21.7,1,1.01,0.16,130.9
DOC_102,Pediatrics,15,14,10,1,19.1,0,1.28,0.13,400.7
DOC_110,General Medicine,24,23,10,2,18.3,0,1.01,0.12,498.2
DOC_105,Neurology,22,21,9,2,25.1,0,1.49,0.11,922.9
DOC_110,Cardiology,6,5,8,3,16.2,2,0.91,0.16,95.9
